TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,ORDINAL_POSITION
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,STUDY_NAME,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,SUBJECT_ID,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,SAMPLE_ID,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,SOURCE_SUBJECT_ID,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,CLINICAL_NETWORK,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,ENROLLMENT_STATUS,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,VISIT,TEXT,7
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,EMITTED_AT,DATE,8
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,ORGAN,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PDTERM,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,DISEASE_SITE,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,DISEASE_CODE,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PRIMARY_OR_RELAPSE_TUMOR,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PREPDTC,DATE,14
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,AGE_AT_DIAGNOSIS,TEXT,15
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PDMTDTC,DATE,16
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PDMTST,TEXT,17
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,CANCER_TYPE,TEXT,18
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,NSCLC_OR_SCLC,TEXT,19
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,DIGNITY,TEXT,20
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PDSTGE1,TEXT,21
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,PDTNM,TEXT,22
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,TUMOR_GRADE,TEXT,23
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,DIABETES_DIAGNOSIS,TEXT,24
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,DIABETES_DIAG_DATE,DATE,25
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_PRIMARY_DIAGNOSIS,CANCER_DIAG_VS_DIABETES_DIAG_MONTHS,TEXT,26
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,STUDY_NAME,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,SUBJECT_ID,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,SAMPLE_ID,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,SOURCE_SUBJECT_ID,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,CLINICAL_NETWORK,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,ENROLLMENT_STATUS,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,VISIT,TEXT,7
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,INFORMATION_ON_RESPONSE__CLINICAL__AT_THERAPY_END,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,TUMOR_RESPONSE_THERAPY_END,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,CLINICAL_STATUS_PER_TIMEPOINT,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,TUMOR_STATUS_PER_TIMEPOINT,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,CLINICAL_RESPONSE_THERAPY_END,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,TUMOR_MARKERS,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_RESPONSE,TUMOR_MARKERS_THERAPY_END,TEXT,14
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,SUBJECT_ID,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,SOURCE_SUBJECT_ID,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,STUDY_NAME,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,CLINICAL_NETWORK,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,ENROLLMENT_STATUS,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,VISIT,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,EMITTED_AT,DATE,7
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,AVG_DOSE,FLOAT,8
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,SUTYP,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,FREQ,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,NUMBER_YEARS_SMOKED,NUMBER,11
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,SUPKYR,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_ARCHIVE_SMOKING_HISTORY,SUNCF,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,CATEGORY,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,VERBATIM_TERM,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,DRUG_NAME,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,DRUG_CODE,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,DRUG_RECORD_NUMBER,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,SEQUENCE_NUMBER_1,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,SEQUENCE_NUMBER_2,TEXT,7
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,WHODRUG_PREFERRED_NAME,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,WHODRUG_PREFERRED_CODE,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,WHODRUG_BASE_SUBST_PREF_NAME,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,WHODRUG_BASE_SUBST_PREF_CODE,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_CODE,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_TEXT,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL4_CODE,TEXT,14
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL4_TEXT,TEXT,15
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL3_CODE,TEXT,16
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL3_TEXT,TEXT,17
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL2_CODE,TEXT,18
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL2_TEXT,TEXT,19
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL1_CODE,TEXT,20
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,ATC_LEVEL1_TEXT,TEXT,21
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,DICTIONARY,TEXT,22
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,VERSION,TEXT,23
CLINICAL_ARCHIVAL_STAGE,STG_CODED_CONCOMITANT_MEDS_TERMS,DICTIONARY_AND_VERSION,TEXT,24
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,CATEGORY,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,ORGAN,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,VERBATIM_TERM,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,LOW_LEVEL_TERM,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,LOW_LEVEL_TERM_CODE,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,PREFERRED_TERM,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,PREFERRED_TERM_CODE,TEXT,7
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,HIGH_LEVEL_TERM,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,HIGH_LEVEL_TERM_CODE,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,HIGH_LEVEL_GROUP_TERM,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,HIGH_LEVEL_GROUP_TERM_CODE,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,SYSTEM_ORGAN_CLASS,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,SYSTEM_ORGAN_CLASS_CODE,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,DICTIONARY,TEXT,14
CLINICAL_ARCHIVAL_STAGE,STG_CODED_HISTOLOGY_TERMS,VERSION,TEXT,15
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,CATEGORY,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,VERBATIM_TERM,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,LOW_LEVEL_TERM,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,LOW_LEVEL_TERM_CODE,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,PREFERRED_TERM,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,PREFERRED_TERM_CODE,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,HIGH_LEVEL_TERM,TEXT,7
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,HIGH_LEVEL_TERM_CODE,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,HIGH_LEVEL_GROUP_TERM,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,HIGH_LEVEL_GROUP_TERM_CODE,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,SYSTEM_ORGAN_CLASS,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,SYSTEM_ORGAN_CLASS_CODE,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,DICTIONARY,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_CODED_MEDICAL_HISTORY_TERMS,VERSION,TEXT,14
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,SUBJECT_ID,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,SOURCE_SUBJECT_ID,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CLINICAL_NETWORK,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,ENROLLMENT_STATUS,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,VISIT,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,STUDY_NAME,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,EMITTED_AT,DATE,7
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,PRESURGICAL_DIAGNOSTICS,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,DIAGNOSTIC_TYPE,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,PATHOLOGIC,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CTNM_T,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CTNM_M,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CTNM_N,TEXT,13
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,LOCALIZATION,TEXT,14
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,METASTASIS,TEXT,15
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,GRADING,TEXT,16
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CHEST_CT_DATE,TEXT,17
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CHEST_CT_LOCATION,TEXT,18
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CHEST_CT_SIZE_MM,TEXT,19
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CHEST_CT_NOTES,TEXT,20
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,CT_NODULE_MARGINATION,TEXT,21
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,FEV1_PRED,TEXT,22
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,PET_DATE,DATE,23
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,PET_LESION,TEXT,24
CLINICAL_ARCHIVAL_STAGE,STG_DIAGNOSTICS,PFT_DATE,TEXT,25
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,SUBJECT_ID,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,SOURCE_SUBJECT_ID,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,CLINICAL_NETWORK,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,ENROLLMENT_STATUS,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,VISIT,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,STUDY_NAME,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,EMITTED_AT,DATE,7
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,NEOADJUVANT_THERAPIES,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,HORMONE_THERAPY_RECEIVED,TEXT,9
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,CHEMOTHERAPY_RECEIVED,TEXT,10
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,RADIATION_RECEIVED,TEXT,11
CLINICAL_ARCHIVAL_STAGE,STG_NEOADJUVANT_THERAPIES,TARGETED_THERAPY_RECEIVED,TEXT,12
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,SUBJECT_ID,TEXT,1
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,SOURCE_SUBJECT_ID,TEXT,2
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,CLINICAL_NETWORK,TEXT,3
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,ENROLLMENT_STATUS,TEXT,4
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,VISIT,TEXT,5
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,STUDY_NAME,TEXT,6
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,EMITTED_AT,DATE,7
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,TUMOR_SIZE,TEXT,8
CLINICAL_ARCHIVAL_STAGE,STG_TUMOR_SIZE,ISCHEMIA_TIME_TO_FREEZE_MIN,TEXT,9
COMMON,DIM_DATES,DIM_DATES_ID,NUMBER,1
COMMON,DIM_DATES,DATE_DAY,DATE,2
COMMON,DIM_DATES,DATE_ACTUAL,DATE,3
COMMON,DIM_DATES,DAY_NAME,TEXT,4
COMMON,DIM_DATES,MONTH_ACTUAL,NUMBER,5
COMMON,DIM_DATES,YEAR_ACTUAL,NUMBER,6
COMMON,DIM_DATES,QUARTER_ACTUAL,NUMBER,7
COMMON,DIM_DATES,DAY_OF_WEEK,NUMBER,8
COMMON,DIM_DATES,FIRST_DAY_OF_WEEK,DATE,9
COMMON,DIM_DATES,WEEK_OF_YEAR,NUMBER,10
COMMON,DIM_DATES,DAY_OF_MONTH,NUMBER,11
COMMON,DIM_DATES,DAY_OF_QUARTER,NUMBER,12
COMMON,DIM_DATES,DAY_OF_YEAR,NUMBER,13
COMMON,DIM_DATES,FISCAL_YEAR,NUMBER,14
COMMON,DIM_DATES,FISCAL_QUARTER,TEXT,15
COMMON,DIM_DATES,DAY_OF_FISCAL_QUARTER,NUMBER,16
COMMON,DIM_DATES,DAY_OF_FISCAL_YEAR,NUMBER,17
COMMON,DIM_DATES,MONTH_NAME,TEXT,18
COMMON,DIM_DATES,FIRST_DAY_OF_MONTH,DATE,19
COMMON,DIM_DATES,LAST_DAY_OF_MONTH,DATE,20
COMMON,DIM_DATES,FIRST_DAY_OF_YEAR,DATE,21
COMMON,DIM_DATES,LAST_DAY_OF_YEAR,DATE,22
COMMON,DIM_DATES,FIRST_DAY_OF_QUARTER,DATE,23
COMMON,DIM_DATES,LAST_DAY_OF_QUARTER,DATE,24
COMMON,DIM_DATES,FIRST_DAY_OF_FISCAL_QUARTER,DATE,25
COMMON,DIM_DATES,LAST_DAY_OF_FISCAL_QUARTER,DATE,26
COMMON,DIM_DATES,FIRST_DAY_OF_FISCAL_YEAR,DATE,27
COMMON,DIM_DATES,LAST_DAY_OF_FISCAL_YEAR,DATE,28
COMMON,DIM_DATES,WEEK_OF_FISCAL_YEAR,NUMBER,29
COMMON,DIM_DATES,MONTH_OF_FISCAL_YEAR,NUMBER,30
COMMON,DIM_DATES,LAST_DAY_OF_WEEK,DATE,31
COMMON,DIM_DATES,QUARTER_NAME,TEXT,32
COMMON,DIM_DATES,FISCAL_QUARTER_NAME,TEXT,33
COMMON,DIM_DATES,FISCAL_QUARTER_NAME_FY,TEXT,34
COMMON,DIM_DATES,FISCAL_QUARTER_NUMBER_ABSOLUTE,NUMBER,35
COMMON,DIM_DATES,FISCAL_MONTH_NAME,TEXT,36
COMMON,DIM_DATES,FISCAL_MONTH_NAME_FY,TEXT,37
COMMON,DIM_DATES,HOLIDAY_DESC,TEXT,38
COMMON,DIM_DATES,IS_HOLIDAY,BOOLEAN,39
COMMON,DIM_DATES,LAST_MONTH_OF_FISCAL_QUARTER,DATE,40
COMMON,DIM_DATES,IS_FIRST_DAY_OF_LAST_MONTH_OF_FISCAL_QUARTER,BOOLEAN,41
COMMON,DIM_DATES,LAST_MONTH_OF_FISCAL_YEAR,DATE,42
COMMON,DIM_DATES,IS_FIRST_DAY_OF_LAST_MONTH_OF_FISCAL_YEAR,BOOLEAN,43
COMMON,DIM_DATES,DAYS_IN_MONTH_COUNT,NUMBER,44
COMMON,DIM_DATES,WEEK_OF_MONTH_NORMALISED,NUMBER,45
COMMON,DIM_DATES,DAY_OF_FISCAL_QUARTER_NORMALISED,NUMBER,46
COMMON,DIM_DATES,WEEK_OF_FISCAL_QUARTER_NORMALISED,NUMBER,47
COMMON,DIM_DATES,DAY_OF_FISCAL_YEAR_NORMALISED,NUMBER,48
COMMON,DIM_DATES,IS_FIRST_DAY_OF_FISCAL_QUARTER_WEEK,NUMBER,49
COMMON,DIM_DATES,DAYS_UNTIL_LAST_DAY_OF_MONTH,NUMBER,50
COMMON,DIM_DATES,CURRENT_DATE_ACTUAL,DATE,51
COMMON,DIM_DATES,CURRENT_FISCAL_YEAR,NUMBER,52
COMMON,DIM_DATES,CURRENT_FIRST_DAY_OF_FISCAL_YEAR,DATE,53
COMMON,DIM_DATES,CURRENT_FISCAL_QUARTER_NAME_FY,TEXT,54
COMMON,DIM_DATES,CURRENT_FIRST_DAY_OF_MONTH,DATE,55
FINANCE,FINANCE_FTE_METRICS,MONTH_OF_MONTH,TEXT,1
FINANCE,FINANCE_FTE_METRICS,DATE_MONTH,DATE,2
FINANCE,FINANCE_FTE_METRICS,TOTAL_SUM_EE_ACTUAL,NUMBER,3
FINANCE,FINANCE_FTE_METRICS,TOTAL_SUM_EE_BUDGET,NUMBER,4
FINANCE,FINANCE_FTE_METRICS,TOTAL_SUM_FTE_ACTUAL,FLOAT,5
FINANCE,FINANCE_FTE_METRICS,TOTAL_SUM_FTE_BUDGET,FLOAT,6
FINANCE_STAGE,STG_FINANCE_DASHBOARD,MONTH,DATE,1
FINANCE_STAGE,STG_FINANCE_DASHBOARD,CHAR_MONTH,TEXT,2
FINANCE_STAGE,STG_FINANCE_DASHBOARD,LIBRARIES_BUDGET,NUMBER,3
FINANCE_STAGE,STG_FINANCE_DASHBOARD,LIBRARIES_ACTUAL,NUMBER,4
FINANCE_STAGE,STG_FINANCE_DASHBOARD,EMPLOYEES_BUDGET,NUMBER,5
FINANCE_STAGE,STG_FINANCE_DASHBOARD,FTE_BUDGET,NUMBER,6
FINANCE_STAGE,STG_FINANCE_DASHBOARD,FTE_ACTUAL,NUMBER,7
FINANCE_STAGE,STG_FINANCE_DASHBOARD,MONTHLY_TOTAL_SEQUENCING_COST,NUMBER,8
FINANCE_STAGE,STG_FINANCE_DASHBOARD,MONTHLY_TOTAL_PROCESSING_COST,NUMBER,9
FINANCE_STAGE,STG_FINANCE_DASHBOARD,SEQUENCING_COST_PER_LIBRARY,NUMBER,10
FINANCE_STAGE,STG_FINANCE_DASHBOARD,PROCESSING_COST_PER_LIBRARY,NUMBER,11
FINANCE_STAGE,STG_FINANCE_DASHBOARD,YTD_AVERAGE_SEQUENCING_COST_PER_LIBRARY,NUMBER,12
FINANCE_STAGE,STG_FINANCE_DASHBOARD,YTD_AVERAGE_PROCESSING_COST_PER_LIBRARY,NUMBER,13
FINANCE_STAGE,STG_FINANCE_DASHBOARD,CLINICAL_BIOMARKERS_SAMPLES_ACQUIRED_BUDGET,NUMBER,14
FINANCE_STAGE,STG_FINANCE_DASHBOARD,CLINICAL_BIOMARKERS_SAMPLES_ACQUIRED_ACTUAL,NUMBER,15
FINANCE_STAGE,STG_FINANCE_DASHBOARD,THERAPY_RESPONSE_SAMPLES_ACQUIRED_BUDGET,NUMBER,16
FINANCE_STAGE,STG_FINANCE_DASHBOARD,THERAPY_RESPONSE_SAMPLES_ACQUIRED_ACTUAL,NUMBER,17
FINANCE_STAGE,STG_FINANCE_DASHBOARD,TECHNOLOGY_DEVELOPMENT_SAMPLES_ACQUIRED_BUDGET,NUMBER,18
FINANCE_STAGE,STG_FINANCE_DASHBOARD,TECHNOLOGY_DEVELOPMENT_SAMPLES_ACQUIRED_ACTUAL,NUMBER,19
INFORMATION_SCHEMA,APPLICABLE_ROLES,GRANTEE,TEXT,1
INFORMATION_SCHEMA,APPLICABLE_ROLES,ROLE_NAME,TEXT,2
INFORMATION_SCHEMA,APPLICABLE_ROLES,ROLE_OWNER,TEXT,3
INFORMATION_SCHEMA,APPLICABLE_ROLES,IS_GRANTABLE,TEXT,4
INFORMATION_SCHEMA,COLUMNS,TABLE_CATALOG,TEXT,1
INFORMATION_SCHEMA,COLUMNS,TABLE_SCHEMA,TEXT,2
INFORMATION_SCHEMA,COLUMNS,TABLE_NAME,TEXT,3
INFORMATION_SCHEMA,COLUMNS,COLUMN_NAME,TEXT,4
INFORMATION_SCHEMA,COLUMNS,ORDINAL_POSITION,NUMBER,5
INFORMATION_SCHEMA,COLUMNS,COLUMN_DEFAULT,TEXT,6
INFORMATION_SCHEMA,COLUMNS,IS_NULLABLE,TEXT,7
INFORMATION_SCHEMA,COLUMNS,DATA_TYPE,TEXT,8
INFORMATION_SCHEMA,COLUMNS,CHARACTER_MAXIMUM_LENGTH,NUMBER,9
INFORMATION_SCHEMA,COLUMNS,CHARACTER_OCTET_LENGTH,NUMBER,10
INFORMATION_SCHEMA,COLUMNS,NUMERIC_PRECISION,NUMBER,11
INFORMATION_SCHEMA,COLUMNS,NUMERIC_PRECISION_RADIX,NUMBER,12
INFORMATION_SCHEMA,COLUMNS,NUMERIC_SCALE,NUMBER,13
INFORMATION_SCHEMA,COLUMNS,DATETIME_PRECISION,NUMBER,14
INFORMATION_SCHEMA,COLUMNS,INTERVAL_TYPE,TEXT,15
INFORMATION_SCHEMA,COLUMNS,INTERVAL_PRECISION,NUMBER,16
INFORMATION_SCHEMA,COLUMNS,CHARACTER_SET_CATALOG,TEXT,17
INFORMATION_SCHEMA,COLUMNS,CHARACTER_SET_SCHEMA,TEXT,18
